DOI,keywordID
6702080,999
6702086,999
6702092,999
6702093,999
6702106,999
6702120,999
6702134,999
6702148,999
6702164,999
6702169,999
6702175,999
6702186,999
6702189,999
6702210,999
6702216,999
6702219,999
6702228,999
6702235,999
6702242,999
6702249,999
6702255,999
6702261,999
6702270,999
6702281,999
6702285,999
6702287,999
5501558,1000
6697271,1000
6697280,1000
6697287,1000
6697288,1000
6697291,1000
6697301,1000
6697311,1000
6697314,1000
6697322,1000
6697324,1000
6697328,1000
6697333,1000
6697345,1000
6697346,1000
6697351,1000
6697354,1000
6697355,1000
6697368,1000
6697381,1000
6697384,1000
6697387,1000
6697393,1000
6697396,1000
6697397,1000
6697413,1000
6697415,1000
6697420,1000
6697422,1000
6697423,1000
6697425,1000
6697436,1000
6697440,1000
6697448,1000
6697453,1000
6697460,1000
6697466,1000
6697492,1000
6697499,1000
6697504,1000
6697521,1000
6697522,1000
6697530,1000
6697531,1000
6697538,1000
6697539,1000
6697548,1000
6697555,1000
6697559,1000
6697563,1000
6697570,1000
6697581,1000
6697584,1000
6697587,1000
6697596,1000
6697621,1000
6697636,1000
6697638,1000
6697641,1000
6697642,1000
6697643,1000
6697651,1000
6697652,1000
6697666,1000
6697680,1000
6697681,1000
6697691,1000
6697696,1000
6697713,1000
6697717,1000
6697733,1000
6697734,1000
6697747,1000
6697769,1000
6697772,1000
6697774,1000
6697779,1000
6697781,1000
6697789,1000
6697817,1000
6697834,1000
6697836,1000
6697837,1000
6697845,1000
6697846,1000
6697866,1000
6697878,1000
6697888,1000
6697895,1000
6697898,1000
6697931,1000
6697934,1000
6697947,1000
6697951,1000
6697965,1000
6697968,1000
6697975,1000
6697986,1000
6697988,1000
6697991,1000
6697994,1000
6697996,1000
6698000,1000
6698035,1000
6698037,1000
6698069,1000
6698073,1000
6698109,1000
6698111,1000
6698118,1000
6698119,1000
6698124,1000
6698166,1000
6698169,1000
6698170,1000
6698173,1000
6698179,1000
6698195,1000
6698198,1000
6698202,1000
6698207,1000
6698210,1000
6698217,1000
6698230,1000
6698237,1000
6698250,1000
6698259,1000
6698269,1000
6698275,1000
6698282,1000
6698285,1000
6698293,1000
6698321,1000
6698330,1000
6698333,1000
6698335,1000
6698350,1000
6698356,1000
6698364,1000
6698367,1000
6698372,1000
6698375,1000
6698377,1000
6698379,1000
6698392,1000
6698395,1000
6698404,1000
6698414,1000
6698417,1000
6698441,1000
6698442,1000
6698449,1000
6698466,1000
6698468,1000
6698476,1000
6698501,1000
6698504,1000
6698509,1000
6698513,1000
6698529,1000
6698531,1000
6698544,1000
6698556,1000
6698557,1000
6698561,1000
6698577,1000
6698579,1000
6698583,1000
6698587,1000
6698591,1000
6698601,1000
6698616,1000
6698625,1000
6698637,1000
6698649,1000
6698650,1000
6698662,1000
6698678,1000
6698697,1000
6698699,1000
6698706,1000
6698712,1000
6698717,1000
6698719,1000
6698748,1000
6698750,1000
6698755,1000
6698756,1000
6698762,1000
6698766,1000
6698768,1000
6698793,1000
6698811,1000
6698862,1000
6698876,1000
6698880,1000
6698900,1000
6698902,1000
6698903,1000
6698908,1000
6698914,1000
6698922,1000
6698923,1000
6698928,1000
6698945,1000
6698949,1000
6698964,1000
6698965,1000
6698972,1000
6698978,1000
6698985,1000
6698991,1000
6699006,1000
6699016,1000
6699029,1000
6699038,1000
6699059,1000
6699061,1000
6699069,1000
6699085,1000
6699088,1000
6699090,1000
6699094,1000
6699109,1000
6699125,1000
6699130,1000
6699139,1000
6699148,1000
6699154,1000
6699174,1000
6699175,1000
6699179,1000
6699195,1000
6699203,1000
6699204,1000
6699209,1000
6699220,1000
6699224,1000
6699226,1000
6699248,1000
6699251,1000
6699253,1000
6699256,1000
6699279,1000
6699292,1000
6699299,1000
6699300,1000
6699305,1000
6699313,1000
6699320,1000
6699321,1000
6699324,1000
6699334,1000
6699337,1000
6699339,1000
6699349,1000
6699359,1000
6699360,1000
6699371,1000
6699373,1000
6699375,1000
6699376,1000
6699379,1000
6699385,1000
6699388,1000
6699391,1000
6699396,1000
6699410,1000
6699431,1000
6699444,1000
6699445,1000
6699446,1000
6699447,1000
6699451,1000
6699461,1000
6699467,1000
6699475,1000
6699476,1000
6699482,1000
6699485,1000
6699491,1000
6699492,1000
6699498,1000
6699507,1000
6699514,1000
6699524,1000
6699531,1000
6699535,1000
6699547,1000
6699549,1000
6699552,1000
6699553,1000
6699557,1000
6699570,1000
6699580,1000
6699603,1000
6699618,1000
6699622,1000
6699624,1000
6699630,1000
6699631,1000
6699632,1000
6699633,1000
6699637,1000
6699638,1000
6699657,1000
6699659,1000
6699665,1000
6699666,1000
6699667,1000
6699701,1000
6699708,1000
6699711,1000
6699715,1000
6699718,1000
6699719,1000
6699722,1000
6699724,1000
6699728,1000
6699743,1000
6699747,1000
6699748,1000
6699764,1000
6699773,1000
6699785,1000
6699787,1000
6699796,1000
6699805,1000
6699826,1000
6699839,1000
6699841,1000
6699845,1000
6699849,1000
6699863,1000
6699867,1000
6699875,1000
6699879,1000
6699881,1000
6699886,1000
6699887,1000
6699889,1000
6699894,1000
6699901,1000
6699906,1000
6699908,1000
6699914,1000
6699920,1000
6699928,1000
6699933,1000
6699937,1000
6699939,1000
6699940,1000
6699949,1000
6699959,1000
6699976,1000
6699978,1000
6699993,1000
6699996,1000
6699999,1000
6700001,1000
6700012,1000
6700018,1000
6700042,1000
6700058,1000
6700069,1000
6700078,1000
6700092,1000
6700094,1000
6700105,1000
6700114,1000
6700123,1000
6700127,1000
6700150,1000
6700166,1000
6700176,1000
6700180,1000
6700194,1000
6700197,1000
6700209,1000
6700214,1000
6700225,1000
6700228,1000
6700229,1000
6700238,1000
6700258,1000
6700272,1000
6700273,1000
6700275,1000
6700277,1000
6700282,1000
6700289,1000
6700295,1000
6700303,1000
6700313,1000
6700317,1000
6700338,1000
6700350,1000
6700351,1000
6700360,1000
6700368,1000
6700370,1000
6700382,1000
6700384,1000
6700387,1000
6700388,1000
6700415,1000
6700420,1000
6700422,1000
6700432,1000
6700434,1000
6700436,1000
6700439,1000
6700445,1000
6700450,1000
6700458,1000
6700461,1000
6700462,1000
6700465,1000
6700483,1000
6700496,1000
6700521,1000
6700527,1000
6700530,1000
6700531,1000
6700545,1000
6700547,1000
6700549,1000
6700553,1000
6700557,1000
6700562,1000
6700564,1000
6700572,1000
6700575,1000
6700580,1000
6700589,1000
6700594,1000
6700600,1000
6700606,1000
6700611,1000
6700613,1000
6700615,1000
6700618,1000
6700622,1000
6700623,1000
6700642,1000
6700647,1000
6700670,1000
6700686,1000
6700689,1000
6700700,1000
6700706,1000
6700708,1000
6700720,1000
6700728,1000
6700733,1000
6700745,1000
6700747,1000
6700752,1000
6700756,1000
6700766,1000
6700778,1000
6700786,1000
6700787,1000
6700798,1000
6700808,1000
6700810,1000
6700823,1000
6700832,1000
6700841,1000
6700877,1000
6700878,1000
6700886,1000
6700912,1000
6700919,1000
6700933,1000
6700939,1000
6700948,1000
6700961,1000
6700970,1000
6700990,1000
6700999,1000
6701007,1000
6701012,1000
6701013,1000
6701014,1000
6701020,1000
6701021,1000
6701024,1000
6701033,1000
6701045,1000
6701051,1000
6701052,1000
6701054,1000
6701063,1000
6701064,1000
6701071,1000
6701072,1000
6701075,1000
6701081,1000
6701084,1000
6701090,1000
6701112,1000
6701116,1000
6701123,1000
6701129,1000
6701143,1000
6701160,1000
6701161,1000
6701177,1000
6701187,1000
6701191,1000
6701203,1000
6701207,1000
6701210,1000
6701224,1000
6701226,1000
6701242,1000
6701254,1000
6701256,1000
6701262,1000
6701273,1000
6701275,1000
6701276,1000
6701283,1000
6701289,1000
6701292,1000
6701301,1000
6701308,1000
6701313,1000
6701326,1000
6701332,1000
6701336,1000
6701345,1000
6701346,1000
6701352,1000
6701358,1000
6701381,1000
6701386,1000
6701397,1000
6701399,1000
6701409,1000
6701410,1000
6701411,1000
6701420,1000
6701421,1000
6701425,1000
6701437,1000
6701440,1000
6701448,1000
6701451,1000
6701463,1000
6701487,1000
6701494,1000
6701497,1000
6701499,1000
6701510,1000
6701514,1000
6701521,1000
6701526,1000
6701534,1000
6701538,1000
6701544,1000
6701554,1000
6701557,1000
6701559,1000
6701564,1000
6701574,1000
6701606,1000
6701611,1000
6701641,1000
6701647,1000
6701648,1000
6701657,1000
6701660,1000
6701670,1000
6701673,1000
6701677,1000
6701679,1000
6701680,1000
6701699,1000
6701701,1000
6701715,1000
6701735,1000
6701736,1000
6701746,1000
6701750,1000
6701769,1000
6701772,1000
6701787,1000
6701790,1000
6701792,1000
6701793,1000
6701804,1000
6701818,1000
6701824,1000
6701828,1000
6701837,1000
6701844,1000
6701858,1000
6701865,1000
6701869,1000
6701912,1000
6701916,1000
6701922,1000
6701927,1000
6701931,1000
6701935,1000
6701944,1000
6701948,1000
6701950,1000
6701957,1000
6701960,1000
6701966,1000
6701975,1000
6701986,1000
6702004,1000
6702009,1000
6702020,1000
6702021,1000
6702039,1000
6702061,1000
6702076,1000
6702083,1000
6702085,1000
6702087,1000
6702096,1000
6702099,1000
6702101,1000
6702102,1000
6702117,1000
6702127,1000
6702130,1000
6702135,1000
6702143,1000
6702147,1000
6702178,1000
6702183,1000
6702185,1000
6702187,1000
6702191,1000
6702215,1000
6702218,1000
6702222,1000
6702239,1000
6702241,1000
6702247,1000
6702250,1000
6702259,1000
6702263,1000
6702264,1000
6702280,1000
6702291,1000
6702293,1000
6702300,1000
6697270,1001
6697274,1001
6697284,1001
6697286,1001
6697289,1001
6697295,1001
6697296,1001
6697298,1001
6697305,1001
6697342,1001
6697371,1001
6697372,1001
6697375,1001
6697378,1001
6697379,1001
6697389,1001
6697400,1001
6697405,1001
6697412,1001
6697427,1001
6697445,1001
6697450,1001
6697456,1001
6697464,1001
6697465,1001
6697468,1001
6697491,1001
6697502,1001
6697510,1001
6697524,1001
6697527,1001
6697540,1001
6697550,1001
6697551,1001
6697552,1001
6697553,1001
6697560,1001
6697561,1001
6697589,1001
6697607,1001
6697612,1001
6697614,1001
6697617,1001
6697618,1001
6697628,1001
6697645,1001
6697646,1001
6697647,1001
6697654,1001
6697656,1001
6697661,1001
6697665,1001
6697670,1001
6697685,1001
6697715,1001
6697723,1001
6697725,1001
6697732,1001
6697735,1001
6697745,1001
6697748,1001
6697754,1001
6697756,1001
6697763,1001
6697775,1001
6697785,1001
6697799,1001
6697813,1001
6697828,1001
6697844,1001
6697857,1001
6697861,1001
6697864,1001
6697865,1001
6697871,1001
6697881,1001
6697883,1001
6697891,1001
6697894,1001
6697925,1001
6697930,1001
6697942,1001
6697944,1001
6697946,1001
6697948,1001
6697952,1001
6697954,1001
6697958,1001
6697964,1001
6697974,1001
6697984,1001
6697999,1001
6698004,1001
6698019,1001
6698020,1001
6698048,1001
6698052,1001
6698054,1001
6698071,1001
6698076,1001
6698099,1001
6698100,1001
6698125,1001
6698126,1001
6698132,1001
6698133,1001
6698134,1001
6698143,1001
6698159,1001
6698178,1001
6698182,1001
6698189,1001
6698190,1001
6698197,1001
6698212,1001
6698214,1001
6698226,1001
6698232,1001
6698245,1001
6698247,1001
6698253,1001
6698257,1001
6698266,1001
6698268,1001
6698272,1001
6698273,1001
6698281,1001
6698288,1001
6698290,1001
6698294,1001
6698299,1001
6698303,1001
6698312,1001
6698351,1001
6698352,1001
6698354,1001
6698360,1001
6698362,1001
6698365,1001
6698369,1001
6698386,1001
6698388,1001
6698389,1001
6698393,1001
6698405,1001
6698406,1001
6698422,1001
6698427,1001
6698435,1001
6698439,1001
6698458,1001
6698462,1001
6698463,1001
6698470,1001
6698484,1001
6698491,1001
6698492,1001
6698493,1001
6698499,1001
6698500,1001
6698505,1001
6698514,1001
6698517,1001
6698524,1001
6698525,1001
6698538,1001
6698540,1001
6698575,1001
6698586,1001
6698593,1001
6698598,1001
6698599,1001
6698603,1001
6698606,1001
6698615,1001
6698627,1001
6698628,1001
6698631,1001
6698632,1001
6698633,1001
6698645,1001
6698651,1001
6698653,1001
6698658,1001
6698660,1001
6698663,1001
6698686,1001
6698688,1001
6698692,1001
6698701,1001
6698708,1001
6698713,1001
6698722,1001
6698731,1001
6698733,1001
6698736,1001
6698753,1001
6698757,1001
6698758,1001
6698759,1001
6698765,1001
6698780,1001
6698783,1001
6698790,1001
6698794,1001
6698795,1001
6698808,1001
6698817,1001
6698819,1001
6698821,1001
6698827,1001
6698829,1001
6698834,1001
6698837,1001
6698838,1001
6698846,1001
6698848,1001
6698851,1001
6698863,1001
6698868,1001
6698869,1001
6698874,1001
6698879,1001
6698883,1001
6698893,1001
6698898,1001
6698899,1001
6698901,1001
6698911,1001
6698913,1001
6698920,1001
6698924,1001
6698935,1001
6698936,1001
6698950,1001
6698996,1001
6698998,1001
6698999,1001
6699005,1001
6699013,1001
6699027,1001
6699035,1001
6699048,1001
6699054,1001
6699055,1001
6699058,1001
6699070,1001
6699073,1001
6699097,1001
6699114,1001
6699121,1001
6699146,1001
6699152,1001
6699153,1001
6699163,1001
6699167,1001
6699171,1001
6699172,1001
6699184,1001
6699186,1001
6699192,1001
6699201,1001
6699208,1001
6699210,1001
6699216,1001
6699223,1001
6699233,1001
6699236,1001
6699242,1001
6699245,1001
6699255,1001
6699261,1001
6699266,1001
6699272,1001
6699273,1001
6699283,1001
6699284,1001
6699287,1001
6699295,1001
6699309,1001
6699311,1001
6699318,1001
6699329,1001
6699341,1001
6699343,1001
6699348,1001
6699352,1001
6699363,1001
6699364,1001
6699384,1001
6699386,1001
6699399,1001
6699420,1001
6699427,1001
6699438,1001
6699442,1001
6699453,1001
6699463,1001
6699466,1001
6699472,1001
6699496,1001
6699502,1001
6699512,1001
6699515,1001
6699516,1001
6699521,1001
6699525,1001
6699533,1001
6699542,1001
6699560,1001
6699575,1001
6699579,1001
6699581,1001
6699582,1001
6699585,1001
6699587,1001
6699589,1001
6699590,1001
6699594,1001
6699601,1001
6699623,1001
6699634,1001
6699649,1001
6699651,1001
6699656,1001
6699658,1001
6699672,1001
6699683,1001
6699704,1001
6699712,1001
6699736,1001
6699749,1001
6699791,1001
6699794,1001
6699798,1001
6699799,1001
6699803,1001
6699808,1001
6699817,1001
6699820,1001
6699823,1001
6699842,1001
6699843,1001
6699856,1001
6699858,1001
6699861,1001
6699862,1001
6699866,1001
6699869,1001
6699874,1001
6699876,1001
6699880,1001
6699884,1001
6699892,1001
6699896,1001
6699902,1001
6699922,1001
6699934,1001
6699935,1001
6699944,1001
6699945,1001
6699952,1001
6699956,1001
6699964,1001
6699968,1001
6699972,1001
6699973,1001
6699997,1001
6700005,1001
6700015,1001
6700028,1001
6700031,1001
6700034,1001
6700052,1001
6700053,1001
6700066,1001
6700082,1001
6700083,1001
6700102,1001
6700106,1001
6700116,1001
6700120,1001
6700136,1001
6700137,1001
6700143,1001
6700155,1001
6700157,1001
6700158,1001
6700165,1001
6700168,1001
6700175,1001
6700184,1001
6700192,1001
6700193,1001
6700202,1001
6700210,1001
6700221,1001
6700231,1001
6700232,1001
6700253,1001
6700257,1001
6700263,1001
6700266,1001
6700294,1001
6700297,1001
6700299,1001
6700304,1001
6700331,1001
6700339,1001
6700340,1001
6700347,1001
6700348,1001
6700355,1001
6700356,1001
6700363,1001
6700373,1001
6700374,1001
6700389,1001
6700394,1001
6700396,1001
6700401,1001
6700411,1001
6700417,1001
6700455,1001
6700474,1001
6700480,1001
6700486,1001
6700491,1001
6700493,1001
6700497,1001
6700498,1001
6700507,1001
6700509,1001
6700510,1001
6700512,1001
6700517,1001
6700518,1001
6700526,1001
6700528,1001
6700535,1001
6700536,1001
6700537,1001
6700540,1001
6700543,1001
6700546,1001
6700548,1001
6700555,1001
6700565,1001
6700566,1001
6700567,1001
6700569,1001
6700585,1001
6700590,1001
6700596,1001
6700597,1001
6700609,1001
6700614,1001
6700628,1001
6700631,1001
6700634,1001
6700635,1001
6700650,1001
6700676,1001
6700697,1001
6700698,1001
6700699,1001
6700702,1001
6700705,1001
6700710,1001
6700734,1001
6700736,1001
6700740,1001
6700741,1001
6700750,1001
6700755,1001
6700759,1001
6700764,1001
6700768,1001
6700770,1001
6700816,1001
6700851,1001
6700867,1001
6700870,1001
6700890,1001
6700894,1001
6700906,1001
6700908,1001
6700911,1001
6700914,1001
6700916,1001
6700918,1001
6700926,1001
6700934,1001
6700938,1001
6700940,1001
6700942,1001
6700943,1001
6700944,1001
6700946,1001
6700953,1001
6700955,1001
6700958,1001
6700959,1001
6700962,1001
6700981,1001
6700982,1001
6700986,1001
6700987,1001
6700992,1001
6701001,1001
6701008,1001
6701027,1001
6701029,1001
6701038,1001
6701039,1001
6701042,1001
6701057,1001
6701066,1001
6701091,1001
6701092,1001
6701107,1001
6701117,1001
6701125,1001
6701127,1001
6701131,1001
6701159,1001
6701173,1001
6701175,1001
6701180,1001
6701193,1001
6701220,1001
6701221,1001
6701222,1001
6701228,1001
6701245,1001
6701249,1001
6701251,1001
6701261,1001
6701265,1001
6701271,1001
6701280,1001
6701286,1001
6701299,1001
6701302,1001
6701305,1001
6701325,1001
6701337,1001
6701347,1001
6701354,1001
6701359,1001
6701378,1001
6701379,1001
6701413,1001
6701417,1001
6701431,1001
6701434,1001
6701435,1001
6701445,1001
6701449,1001
6701477,1001
6701493,1001
6701501,1001
6701506,1001
6701509,1001
6701512,1001
6701520,1001
6701522,1001
6701530,1001
6701562,1001
6701563,1001
6701569,1001
6701573,1001
6701585,1001
6701591,1001
6701603,1001
6701608,1001
6701623,1001
6701625,1001
6701626,1001
6701633,1001
6701643,1001
6701645,1001
6701649,1001
6701656,1001
6701665,1001
6701690,1001
6701691,1001
6701703,1001
6701712,1001
6701713,1001
6701714,1001
6701745,1001
6701747,1001
6701748,1001
6701749,1001
6701773,1001
6701785,1001
6701798,1001
6701799,1001
6701806,1001
6701807,1001
6701811,1001
6701815,1001
6701817,1001
6701819,1001
6701825,1001
6701840,1001
6701841,1001
6701845,1001
6701846,1001
6701849,1001
6701864,1001
6701866,1001
6701872,1001
6701875,1001
6701876,1001
6701882,1001
6701883,1001
6701884,1001
6701886,1001
6701889,1001
6701899,1001
6701900,1001
6701901,1001
6701903,1001
6701932,1001
6701933,1001
6701936,1001
6701942,1001
6701949,1001
6701952,1001
6701954,1001
6701961,1001
6701965,1001
6701970,1001
6701978,1001
6701993,1001
6701994,1001
6702001,1001
6702008,1001
6702015,1001
6702016,1001
6702017,1001
6702034,1001
6702041,1001
6702042,1001
6702047,1001
6702057,1001
6702059,1001
6702070,1001
6702081,1001
6702114,1001
6702115,1001
6702145,1001
6702161,1001
6702162,1001
6702167,1001
6702176,1001
6702205,1001
6702211,1001
6702213,1001
6702221,1001
6702224,1001
6702238,1001
6702244,1001
6702267,1001
6702272,1001
6702274,1001
6702279,1001
6702288,1001
6702290,1001
4101131,1002
4103150,1002
4104905,1002
6237190,1002
6697273,1002
6697278,1002
6697282,1002
6697303,1002
6697313,1002
6697315,1002
6697321,1002
6697348,1002
6697350,1002
6697373,1002
6697399,1002
6697407,1002
6697410,1002
6697411,1002
6697414,1002
6697426,1002
6697446,1002
6697458,1002
6697463,1002
6697467,1002
6697478,1002
6697479,1002
6697482,1002
6697490,1002
6697495,1002
6697497,1002
6697518,1002
6697536,1002
6697537,1002
6697547,1002
6697573,1002
6697586,1002
6697592,1002
6697597,1002
6697599,1002
6697616,1002
6697649,1002
6697671,1002
6697672,1002
6697673,1002
6697676,1002
6697683,1002
6697686,1002
6697690,1002
6697697,1002
6697700,1002
6697707,1002
6697708,1002
6697714,1002
6697719,1002
6697721,1002
6697737,1002
6697740,1002
6697746,1002
6697766,1002
6697767,1002
6697771,1002
6697776,1002
6697778,1002
6697808,1002
6697815,1002
6697820,1002
6697826,1002
6697838,1002
6697853,1002
6697855,1002
6697862,1002
