DOI,AuthorName,Author-orcid,VenueType,Title,YearPublished,PaperType,Abstract,EditorName,ChairName,ConfName,ConfType,JournalName,ReviewerName1,ReviewerName2,ReviewText1,ReviewText2,ReviewDecision1,ReviewDecision2,FinalDecision,Keywords,VolumeNr,IndexNr,Citation_DOI,Area,Affiliation,YearsReviewerExperience1,YearsReviewerExperience2,ManagesProductionProcess,ManagesPanelsContent,Frequency,JournalImpactFactor
6697286,Cécile Paris|Sanat Kumar Bista|Surya Nepal|Wanita Sherchan,0000-0002-3289-6599,J,A trust model-based analysis of social networks.,2013,ShortPaper,Ipsum amet neque numquam dolore sit neque sed. Tempora non non dolorem aliquam ut. Amet est magnam adipisci amet non sed. Ut amet quiquia magnam etincidunt adipisci. Aliquam voluptatem tempora quaerat. Ipsum modi sed numquam velit. Sed ipsum quiquia quisquam modi.,Cynthia Henry,,,,Advanced mobile workforce,Irinel-Constantin Morarescu,Andreas Hegyi,Labore voluptatem dolore dolore eius quaerat ipsum.,Amet consectetur amet amet velit tempora adipisci.,True,True,True,Single-boundary|data management|Event-triggered|Event-triggered|Event-triggered,774,,6698512,big data,"Alexander-Donovan|Ellis, Chan and Jenkins|Byrd, Alvarez and Watts|Huber, Pace and Glenn",8,4,True,,,24.620661672923518
6697288,Arti Dwivedi|Ashok Kumar Mittal|Suneet Dwivedi,0000-0001-9377-7713,C,Role of parameter adaptation in chaotic communication.,2015,Poster,Numquam eius quisquam velit porro non non. Magnam ipsum est adipisci dolor eius etincidunt. Ut consectetur etincidunt labore consectetur dolorem neque. Sed adipisci ut dolor porro quisquam. Modi voluptatem labore velit voluptatem. Ipsum dolore quaerat eius sed magnam non.,,Andrew Campbell,Reverse-engineered client-driven algorithm,S,,Marco C. Campi,Hassan K. Khalil,Quaerat adipisci sit sit labore quaerat.,Porro modi non amet velit.,True,True,True,Controllability|Delay-dependent|Linearizability|Stabilizability|Prescribed-time,,2205,6701800,database,"Fisher, Henson and Solis|Watts, Hoffman and Jones|Jones and Sons",8,4,,True,biennial,
6697299,Nick Wainwright|Siani Pearson,0000-0003-3576-9402,J,An interdisciplinary approach to accountability for future internet service provision.,2013,ShortPaper,Dolore neque labore ut est ipsum sed. Adipisci eius ut etincidunt quaerat quisquam. Ut quaerat eius quiquia neque labore quiquia labore. Eius magnam sed etincidunt quisquam dolore. Sed aliquam quaerat est neque. Ipsum est est non. Labore numquam sit sit dolorem quiquia sed.,Zachary Stanley,,,,Horizontal 4thgeneration flexibility,Changle Li,Harry L. Trentelman,Dolor quaerat dolorem voluptatem velit non porro etincidunt.,Aliquam adipisci non dolore aliquam.,True,True,True,Delay-dependent|Output-feedback|data querying|Synchronization|Controllability,344,,6698982,data modeling,Sanders-Frost|Smith Inc,8,3,False,,,42.20441498259754
6697300,Deepthi P. Pattathil|Nishanth Augustine|Sudhish N. George,0000-0003-2295-7455,C,An audio encryption technique through compressive sensing and Arnold transform.,2015,DemoPaper,Amet porro tempora quisquam. Magnam ut sit quiquia dolore voluptatem neque. Est eius numquam porro. Tempora dolor numquam neque amet labore. Eius est quisquam quisquam ut est eius adipisci. Voluptatem quaerat quiquia sit sed. Sit eius porro ipsum etincidunt est dolore. Aliquam dolor quiquia ut est voluptatem. Ut adipisci etincidunt sit modi numquam numquam magnam. Sit porro quisquam quiquia aliquam porro sit neque.,,Jason Delacruz,Customizable national access,S,,Alessandro Bosso,Arthur Tay,Non aliquam amet aliquam eius.,Etincidunt voluptatem labore sed sed.,True,True,True,Coordinate-free|Synchronization|Controllability|data querying|Leader-follower,,4398,6698908,data modeling,Trujillo-Gibbs|Cooper and Sons|Stevens-Wright,3,5,,False,quadrennial,
6697304,Adrijit Goswami|Ashok Kumar Das|Vanga Odelu,0000-0001-6903-0361,J,A novel linear polynomial-based dynamic key management scheme for hierarchical access control.,2013,ShortPaper,Voluptatem est sed dolore non. Etincidunt neque velit neque consectetur. Labore neque porro neque. Non velit porro amet ipsum. Consectetur voluptatem magnam dolore amet tempora non. Magnam non amet eius tempora. Tempora non dolorem amet etincidunt adipisci sit quisquam. Amet quaerat sit voluptatem consectetur.,Timothy Thompson,,,,Open-architected tertiary software,Yisheng Lv,Jan H. van Schuppen,Eius adipisci numquam non adipisci ipsum quiquia dolorem.,Sed quaerat amet aliquam dolore etincidunt.,True,True,True,Delay-dependent|Synchronization|Stabilizability|Safety-critical|Interconnection,150,,6701008,indexing,"Baker Ltd|Mendez, Phillips and Wright|Smith Group",7,1,True,,,21.089226355625517
6697305,Dheerendra Mishra|Sourav Mukhopadhyay,0000-0001-8115-6397,C,A privacy enabling content distribution framework for digital rights management.,2014,FullPaper,Modi ut sit consectetur modi dolore etincidunt. Quiquia tempora porro numquam tempora quaerat quisquam. Non magnam dolore tempora amet numquam dolor. Etincidunt neque quaerat quisquam quisquam. Dolor est non magnam quisquam. Modi neque aliquam sed neque consectetur magnam voluptatem. Amet quisquam est numquam sed quaerat labore. Quiquia dolor ipsum neque porro labore sit.,,Angela Anderson,Visionary explicit budgetary management,W,,Guoping Lu,Alexandre Trofino,Ipsum sit dolore velit ipsum.,Consectetur aliquam quaerat amet aliquam quiquia.,True,True,True,Synchronization|Output-feedback|Controllability|Controllability|Delay-dependent,,2750,6701386,data processing,Sanders LLC|Gonzalez Ltd,4,6,,True,irregular,
6697309,Md. Imran Alam|Raju Halder,0000-0002-8873-8258,J,Refining dependencies for information flow analysis of database applications.,2016,FullPaper,Ipsum dolor quiquia numquam aliquam. Velit quiquia dolorem etincidunt. Eius ut neque eius. Ipsum est dolor etincidunt non voluptatem. Amet labore ipsum numquam. Dolore amet porro consectetur voluptatem.,Kimberly Rubio,,,,Down-sized composite Graphic Interface,Hai-Long Nguyen,Junlin Xiong,Adipisci dolor quaerat sit.,Voluptatem dolorem velit dolore.,True,True,True,Polynomial-time|Passivity-based|ε-Insensitizing|Event-triggered|Vision-Enhanced,129,,6698486,data querying,Hoover-Smith|Cuevas-Cardenas,8,1,False,,,25.059104421948398
6697311,Bhagyalekshmy N. Thampi|Guillaume Bouffard|Jean-Louis Lanet,0000-0002-2046-369X,C,Security automaton to mitigate laser-based fault attacks on smart cards.,2014,FullPaper,Amet neque amet velit quiquia adipisci. Voluptatem adipisci modi neque non quisquam modi. Dolorem voluptatem consectetur dolorem consectetur velit magnam etincidunt. Eius porro dolorem dolorem magnam etincidunt. Labore ipsum adipisci eius labore. Eius sit tempora tempora tempora. Voluptatem tempora amet aliquam consectetur. Ipsum etincidunt sit magnam neque. Ut quiquia amet etincidunt quaerat quaerat.,,Brian Lee,Automated dynamic secured line,E,,Carla de Souza,Abhishek Mantha,Ut consectetur numquam labore amet.,Voluptatem non consectetur est quaerat etincidunt quiquia.,True,False,False,Synchronization|Synchronization|Controllability|Event-triggered|Output-feedback,,8788,6698713,data querying,"Conley, Johnson and Johnson|Nguyen and Sons|Conley, Johnson and Johnson",2,8,,True,biennial,
6697313,Anant V. Nimkar|Soumya K. Ghosh 0001,0000-0002-3904-2924,J,Caucus: an authentication protocol for cloud federation.,2018,DemoPaper,Labore quaerat ut ut neque non aliquam eius. Sit velit non adipisci. Modi porro sed tempora dolor labore. Dolorem dolore aliquam amet est velit dolorem ipsum. Labore magnam velit dolorem velit magnam. Quiquia numquam numquam sed velit eius modi. Modi eius modi quisquam voluptatem etincidunt sed etincidunt. Quaerat numquam consectetur adipisci sed magnam. Ut dolor velit modi neque. Quaerat dolor quisquam adipisci magnam.,Kevin Morris,,,,Adaptive impactful conglomeration,Kyungsup Kim,Norman W. Paton,Sit sed magnam quaerat consectetur ipsum.,Amet voluptatem quiquia etincidunt dolor amet neque quiquia.,True,True,True,"Synchronization|Softwarization,|Passivity-based|data querying|Event-triggered",435,,6698427,data management,"Brown, Brown and Hill|Bishop and Sons",7,8,True,,,43.36355628876348
6697315,Enrico Cambiaso|Gianluca Papaleo|Giovanni Chiola|Maurizio Aiello,0000-0002-6932-1975,J,Slow DoS attacks: definition and categorisation.,2013,ShortPaper,Est dolor quaerat etincidunt. Quiquia quiquia dolor ut amet. Quiquia voluptatem dolore est. Est dolorem quisquam ut velit quisquam ipsum. Modi quiquia sed non. Dolore aliquam quaerat quaerat tempora dolorem numquam non. Consectetur consectetur dolor adipisci dolorem. Dolor tempora quaerat quiquia numquam dolorem quaerat ut. Voluptatem aliquam consectetur labore adipisci ut sed ut. Quiquia labore etincidunt non modi amet.,Mark Roberts,,,,Operative analyzing alliance,Igor Klep,Sarita Nemani,Ipsum dolor dolore tempora modi velit.,Dolore quisquam ut sit numquam consectetur.,True,True,True,Controllability|Interconnection|Event-triggered|Safety-critical|Controllability,291,,6697951,data processing,"Byrd, Alvarez and Watts|Morrison PLC|Hoffman Ltd|Trevino, Bell and Price",3,4,False,,,46.57664097278726
6697319,Kamel Saddiki|Marc Gilg|Pascal Lorenz|Sofiane Boukli Hacene,0000-0002-9760-3806|0000-0003-4322-4947,C,Black hole attack detection and ignoring in OLSR protocol.,2017,DemoPaper,Ut aliquam tempora quisquam magnam numquam aliquam eius. Etincidunt tempora adipisci adipisci. Sed sit est modi numquam adipisci. Velit sit ut dolorem. Voluptatem est dolorem eius. Adipisci labore non est dolorem dolore consectetur. Consectetur labore est quaerat. Quiquia quisquam tempora quisquam quisquam quiquia.,,Andrew Higgins,Customizable disintermediate forecast,W,,Arturo de la Escalera,Arben Çela,Quisquam ipsum dolore sit porro sit quiquia.,Quiquia eius sit etincidunt aliquam magnam ipsum.,True,True,True,Leader-follower|Nonovershooting|Delay-dependent|Event-triggered|Coordinate-free,,7109,6698626,data modeling,Navarro LLC|Taylor-Rasmussen|Anderson-Villa|Day-Williams,7,6,,True,biennial,
6697324,Punam Bedi|Richa Sharma|V. Aakanksha,0000-0002-4472-1681,C,Trust and context view-based knowledge sharing in MANets.,2013,DemoPaper,Amet ut sed non quiquia tempora consectetur quiquia. Voluptatem quiquia velit sed aliquam quiquia amet. Magnam etincidunt amet non quisquam. Ipsum sit quaerat dolor adipisci voluptatem voluptatem. Quaerat etincidunt porro quisquam dolorem velit. Adipisci quaerat adipisci amet modi voluptatem numquam.,,Nicole Herrera,Streamlined explicit middleware,W,,Johann Eder,Bin Ran,Eius sed quaerat voluptatem dolore magnam.,Sit non velit neque labore.,True,True,True,Output-feedback|Controllability|Polynomial-time|Parametrization|Output-feedback,,1725,6699757,data management,"Stephens-Coleman|Allen, Johns and Powers|Zimmerman, Decker and Marquez",8,6,,False,quadrennial,
6697329,Christian Hicks|Pupong Pongcharoen|Srisatja Vitayasak,0000-0002-8059-8852|0000-0003-4825-8003,C,Robust machine layout design under dynamic environment: Dynamic customer demand and machine maintenance.,2019,FullPaper,Ut amet ipsum voluptatem. Tempora modi adipisci quiquia magnam. Dolorem quiquia etincidunt labore quisquam dolorem. Quiquia non dolorem dolor aliquam adipisci. Modi aliquam consectetur labore dolorem ipsum dolorem velit.,,Kevin Taylor,Streamlined explicit middleware,W,,Athanasios C. Antoulas,Jie Pan 0001,Tempora sit etincidunt dolor dolore tempora.,Etincidunt etincidunt quisquam sit voluptatem magnam modi velit.,True,False,False,Event-triggered|Continuous-time|database|Controllability|Stabilizability,,3917,6699875,database,"Anderson-Andrade|Thomas-Smith|Sims, Chambers and Cabrera",3,5,,False,triennial,
6697330,Eynollah Khanjari|Nasrin Kalanat,0000-0002-2304-1804,C,Extracting actionable knowledge from social networks with node attributes.,2019,ShortPaper,Labore eius dolore velit. Modi tempora dolore etincidunt sed porro. Tempora porro quisquam sit voluptatem porro adipisci velit. Quiquia non aliquam est modi est. Sit ipsum ipsum labore consectetur sed magnam quaerat. Dolore sit etincidunt aliquam voluptatem. Ut quisquam neque ut velit sed. Consectetur amet quisquam quaerat dolorem labore. Quaerat consectetur quisquam adipisci eius. Quisquam ut quaerat amet sit magnam voluptatem ut.,,Jeremy Leach,Up-sized even-keeled productivity,W,,Aris Daniilidis,Jun Fu 0001,Sit quaerat magnam ut.,Velit etincidunt sed ipsum dolorem.,True,True,True,Delay-dependent|Controllability|Output-feedback|Event-triggered|Controllability,,5261,6698652,data processing,Bell-Frederick|Collins-Perez,5,9,,True,annual,
6697331,Hamid Abdullah Jalab|Maryam Asadzadeh Kaljahi|Michael Blumenstein|Mohamad Nizam Bin Ayub|Palaiahnakote Shivakumara|Rabha W. Ibrahim|Tianping Hu|Tong Lu,0000-0001-9341-025X|0000-0002-4823-6851|0000-0002-7051-5347|0000-0003-2504-0810,C,A geometric and fractional entropy-based method for family photo classification.,2019,DemoPaper,Neque sed adipisci quiquia sed labore dolor. Numquam voluptatem ipsum sed. Magnam numquam sit aliquam est sit dolorem quiquia. Dolor quaerat adipisci aliquam velit numquam. Quaerat dolor ipsum ut velit porro voluptatem quisquam. Non numquam velit dolorem quiquia sit. Aliquam dolorem non adipisci dolorem neque non dolorem. Dolor aliquam labore porro.,,Rhonda Diaz,Networked system-worthy knowledge user,S,,Markus Bachmayr,Ionela Prodan,Aliquam dolore quiquia ipsum velit quiquia eius quisquam.,Neque dolor sit dolor aliquam.,True,True,True,Interconnection|Event-triggered|Event-triggered|Representations|Output-feedback,,7634,6698445,data querying,"Reed-Scott|Hudson, Hale and Bennett|Carney-Obrien|Allison Inc|Sanchez, Flores and Woods|Henderson, Jones and Case|Patton PLC|Glenn-Reyes",8,9,,False,triennial,
6697333,Conrad S. Tucker|Sung Hoon Lim,0000-0001-5365-0240|0000-0001-9534-7397,C,Mining Twitter data for causal links between tweets and real-world outcomes.,2019,DemoPaper,Quaerat quisquam sit etincidunt numquam labore dolorem. Neque est numquam neque. Amet velit dolorem est adipisci tempora quaerat labore. Est adipisci ipsum aliquam. Porro consectetur eius sit. Amet non aliquam adipisci aliquam est numquam. Etincidunt tempora sed consectetur tempora ut. Sed dolorem sed est numquam. Adipisci tempora quaerat etincidunt.,,Brittany White,Multi-lateral non-volatile database,W,,Ian R. Petersen,Alessandro Macchelli,Consectetur non dolor ipsum tempora amet eius labore.,Aliquam quaerat consectetur dolor.,False,True,False,Leader-follower|Leader-follower|Event-triggered|Linearizability|Stabilizability,,5568,6698840,data modeling,"Prince and Sons|Brown, Henderson and Day",4,4,,True,irregular,
6697334,Chenglong Dai|Dechang Pi|Huaifeng Zhang|Jing Jiang,0000-0002-1908-0026,C,A novel multi-module neural network system for imbalanced heartbeats classification.,2019,ShortPaper,Dolore ipsum ipsum eius sit quaerat. Dolor ipsum voluptatem labore modi amet est. Consectetur dolor sed sit ut sit. Porro neque aliquam amet voluptatem aliquam quiquia dolorem. Consectetur ipsum dolor quaerat est. Non velit modi consectetur. Consectetur etincidunt numquam eius. Est ut sit aliquam quiquia. Tempora ipsum ut dolor sed modi voluptatem. Dolor consectetur magnam voluptatem.,,Gabriel Parker,Centralized asynchronous secured line,W,,Conrad S. Tucker,Alptekin Durmusoglu,Dolore quisquam amet voluptatem sit sed.,Neque dolor dolor tempora.,True,True,True,big data|Event-triggered|Output-feedback|Controllability|Nonovershooting,,9605,6698862,big data,Nguyen and Sons|Hoffman Ltd|York-Peterson|Hahn-Garcia,6,8,,True,triennial,
6697335,Georgios Kontonatsios|Ioannis Korkontzelos|Peter Matthew|Sally Spencer,0000-0001-5935-4709|0000-0001-6330-7200|0000-0001-8052-2471|0000-0002-8363-0715,J,Using a neural network-based feature extraction method to facilitate citation screening for systematic reviews.,2020,DemoPaper,Etincidunt numquam amet sit quisquam aliquam adipisci amet. Dolore sit dolorem eius. Consectetur modi neque quaerat. Ipsum labore quisquam magnam quisquam neque eius. Eius porro tempora quisquam velit. Magnam numquam etincidunt consectetur etincidunt. Etincidunt etincidunt magnam dolore dolore. Adipisci tempora non est sed quiquia quisquam aliquam.,Jeffrey Clark,,,,Balanced static encryption,Shuai Su,José Ángel Berná Galiano,Neque adipisci est dolorem eius sit.,Etincidunt ut ipsum sit.,True,True,True,Synchronization|Parallelization|Output-feedback|Interconnection|big data,951,,6698612,big data,"Phillips Group|Stewart-Collins|Thomas, Wells and Watts|Lynch Group",2,1,True,,,40.62002249983756
6697336,Kurt Schneider|Steffen Herbold|Tobias Baum,0000-0001-9765-2803|0000-0002-7456-8323|0000-0003-3623-5349,C,GIMO: A multi-objective anytime rule mining system to ease iterative feedback from domain experts.,2020,ShortPaper,Numquam sed tempora quaerat ut. Ipsum tempora quiquia labore. Quiquia ut tempora est. Numquam quisquam amet modi porro. Magnam dolor ipsum neque non. Amet adipisci sit numquam non. Neque etincidunt consectetur aliquam voluptatem.,,Matthew Hall,Monitored regional support,R,,Amit Patra,Biyue Li,Labore est velit consectetur.,Quaerat eius sit non modi modi.,True,True,True,Output-feedback|Synchronization|data modeling|Passivity-based|Synchronization,,5723,6700018,indexing,"Robinson, Clark and Morris|Bishop, Mejia and Singleton|Greene and Sons",9,3,,False,triennial,
6697337,Arash Gharehbaghi|Masoud Daneshtalab|Mohammad Loni|Zahra Ebrahimi,0000-0001-6289-1521|0000-0002-3413-2859,J,A review on deep learning methods for ECG arrhythmia classification.,2020,ShortPaper,Amet labore tempora neque quaerat numquam tempora voluptatem. Labore ipsum ipsum amet. Etincidunt quaerat labore sit velit labore dolore quiquia. Est eius quisquam ipsum dolor dolor consectetur. Dolorem dolor porro etincidunt dolor est ut. Non quisquam sed dolore quaerat porro aliquam sed. Adipisci dolor quiquia amet quisquam.,Erin Lane,,,,Phased dynamic contingency,Changle Li,A. Briani,Aliquam magnam neque tempora.,Quisquam sed sed porro.,False,True,False,Nonovershooting|Leader-follower|Edge-Artificial|Delay-dependent|Output-feedback,827,,6701530,data management,"Scott PLC|Moore, Bray and Rodriguez|Hudson, Hale and Bennett|Mueller, Foster and Barrett",5,8,False,,,36.398271895785996
6697338,Ju Huyan|Lili Pei|Liyang Xiao|Susan L. Tighe|Wei Li 0120,0000-0002-5292-9896|0000-0003-0160-5450|0000-0003-4508-3076,J,International roughness index prediction based on multigranularity fuzzy time series and particle swarm optimization.,2019,DemoPaper,Magnam ipsum ut consectetur quisquam. Tempora est dolor aliquam etincidunt. Voluptatem non numquam ut consectetur eius. Etincidunt labore ut magnam. Tempora labore eius aliquam dolorem. Dolor est amet eius. Adipisci consectetur consectetur dolorem. Etincidunt modi etincidunt voluptatem.,Latoya Salazar,,,,Ameliorated 4thgeneration array,Christos Tryfonopoulos,Nicholas F. Marshall,Dolore modi non magnam labore porro magnam.,Etincidunt sit dolorem non quisquam aliquam labore dolore.,False,False,False,"Stabilizability|Synchronization|Safety-critical|Softwarization,|Vision-Enhanced",848,,6698573,data management,Smith Inc|Martinez and Sons|Trujillo-Gibbs|Oliver Inc|Lynch Group,1,2,True,,,41.21850890125881
