DOI,AuthorName,Author-orcid,VenueType,Title,YearPublished,PaperType,Abstract,EditorName,ChairName,ConfName,ConfType,JournalName,ReviewerName1,ReviewerName2,ReviewText1,ReviewText2,ReviewDecision1,ReviewDecision2,FinalDecision,Keywords,VolumeNr,IndexNr,Citation_DOI,Area,Affiliation,YearsReviewerExperience1,YearsReviewerExperience2,ManagesProductionProcess,ManagesPanelsContent,Frequency,JournalImpactFactor
6697286,Cécile Paris|Sanat Kumar Bista|Surya Nepal|Wanita Sherchan,9527293-1-3|01-691048-X|85024-339-3|567-32253-X,C,A trust model-based analysis of social networks.,2013,Poster,Voluptatem non quisquam non sit. Modi ut quiquia quaerat etincidunt. Porro neque ipsum quiquia labore quaerat. Quaerat quiquia dolor consectetur amet etincidunt labore. Est sed adipisci dolor amet non magnam voluptatem. Magnam numquam quaerat dolore porro.,,Emily Rodriguez,Centralized dedicated concept,E,,Nikolai Dokuchaev 0001,Robert J. Elliott,Labore voluptatem dolore dolore eius quaerat ipsum.,Amet consectetur amet amet velit tempora adipisci.,True,True,True,Single-boundary|data management|Event-triggered|Event-triggered|Event-triggered,,2697,6699268,big data,"Sims Ltd|Richards, Larsen and Nguyen|Curtis, Ponce and Baker|Dunn-Cruz",8,8,,True,triennial,
6697288,Arti Dwivedi|Ashok Kumar Mittal|Suneet Dwivedi,657-27837-7|360-79805-0|18-251251-4,J,Role of parameter adaptation in chaotic communication.,2015,DemoPaper,Est ipsum voluptatem non sed aliquam dolorem neque. Aliquam labore ipsum modi voluptatem. Dolore labore porro magnam magnam etincidunt quaerat. Est sit ut sed amet dolor numquam. Magnam non magnam magnam sed dolorem sed. Quisquam tempora quaerat porro.,Nicole Cook,,,,Reduced national workforce,Thomas Berger,Ahmad Taleb,Quaerat adipisci sit sit labore quaerat.,Porro modi non amet velit.,True,False,False,Controllability|Delay-dependent|Linearizability|Stabilizability|Prescribed-time,203,,6700645,database,"Castillo, Harper and Brown|Ross, Smith and Miller|Hall Ltd",4,8,False,,,6.711042009149687
6697299,Nick Wainwright|Siani Pearson,7226-9557-9|588-49690-7,C,An interdisciplinary approach to accountability for future internet service provision.,2013,Poster,Consectetur consectetur numquam labore magnam non aliquam. Non voluptatem quisquam velit dolorem quaerat porro. Est porro porro sit. Dolore etincidunt labore labore quiquia est. Adipisci magnam ut adipisci. Velit tempora consectetur tempora quiquia.,,Alexis Bryant,Reverse-engineered dedicated success,S,,Christoph Kawan,Eric Rogers,Dolor quaerat dolorem voluptatem velit non porro etincidunt.,Aliquam adipisci non dolore aliquam.,False,True,False,Delay-dependent|Output-feedback|data querying|Synchronization|Controllability,,2205,6699344,data modeling,Lee-Crawford|Miller LLC,7,9,,False,quadrennial,
6697300,Deepthi P. Pattathil|Nishanth Augustine|Sudhish N. George,459-53642-2|7170-4739-9|237-09148-7,J,An audio encryption technique through compressive sensing and Arnold transform.,2015,DemoPaper,Sed numquam consectetur tempora. Porro numquam labore porro quisquam voluptatem sit aliquam. Quiquia tempora labore eius aliquam non sed quiquia. Ipsum non est sed voluptatem quaerat. Quisquam est dolorem quaerat etincidunt est etincidunt dolorem. Velit sit quaerat magnam quisquam amet. Amet est neque consectetur quaerat modi labore. Quisquam magnam numquam etincidunt labore. Est etincidunt velit quaerat velit. Ipsum dolorem labore modi.,Dr. Yolanda Holloway,,,,Team-oriented system-worthy monitoring,Jing Wu 0006,Ryouta Mori,Non aliquam amet aliquam eius.,Etincidunt voluptatem labore sed sed.,True,True,True,Coordinate-free|Synchronization|Controllability|data querying|Leader-follower,344,,6698937,data modeling,"Sims, Saunders and Garcia|Galvan, Vasquez and Lopez|White Group",2,6,False,,,4.218280925666479
6697304,Adrijit Goswami|Ashok Kumar Das|Vanga Odelu,06-084488-X|279-59980-9|594-61961-3,C,A novel linear polynomial-based dynamic key management scheme for hierarchical access control.,2013,Poster,Est modi sit voluptatem dolorem aliquam quisquam sed. Amet magnam ut quaerat ipsum tempora est. Eius quiquia voluptatem consectetur numquam. Dolor dolor porro voluptatem. Consectetur ipsum modi velit. Modi quisquam labore velit dolorem est. Tempora labore velit adipisci sit.,,Stephanie Robertson,User-centric 4thgeneration emulation,S,,Manikya Valli Srighakollapu,Paolo Frasca,Eius adipisci numquam non adipisci ipsum quiquia dolorem.,Sed quaerat amet aliquam dolore etincidunt.,True,True,True,Delay-dependent|Synchronization|Stabilizability|Safety-critical|Interconnection,,4398,6699105,indexing,"Mcintyre-Diaz|Warner-Smith|Bowman, Snyder and Hughes",4,6,,False,biennial,
6697305,Dheerendra Mishra|Sourav Mukhopadhyay,04-399881-1|12-945815-3,J,A privacy enabling content distribution framework for digital rights management.,2014,FullPaper,Labore quaerat amet velit aliquam est voluptatem consectetur. Neque ut porro eius quisquam. Non amet quisquam dolorem. Modi labore neque sit porro est magnam. Porro ipsum adipisci porro. Quisquam ut tempora sed. Amet adipisci porro numquam aliquam porro sit labore. Amet quiquia non adipisci consectetur consectetur.,Amanda Torres,,,,Inverse contextually-based capacity,Mohamed A. Abdel-Aty,Chong Jin Ong,Ipsum sit dolore velit ipsum.,Consectetur aliquam quaerat amet aliquam quiquia.,True,True,True,Synchronization|Output-feedback|Controllability|Controllability|Delay-dependent,150,,6701583,data processing,"Peterson-House|Santos, Marshall and Flowers",3,8,False,,,49.4952909487102
6697309,Md. Imran Alam|Raju Halder,85736-841-0|202-52034-3,J,Refining dependencies for information flow analysis of database applications.,2016,ShortPaper,Quaerat eius voluptatem etincidunt voluptatem porro est dolor. Magnam ipsum sed dolorem sit tempora ipsum. Consectetur numquam eius dolorem velit numquam eius ipsum. Modi etincidunt sed velit porro sit dolor eius. Labore quiquia sed est etincidunt neque tempora eius. Numquam dolore porro consectetur non.,Terri Nelson,,,,Robust hybrid interface,Ilya V. Kolmanovsky,Luís A. García,Adipisci dolor quaerat sit.,Voluptatem dolorem velit dolore.,True,False,False,Polynomial-time|Passivity-based|ε-Insensitizing|Event-triggered|Vision-Enhanced,208,,6701319,data querying,Baker-Johnson|Rhodes-Carr,2,7,False,,,34.54861076376972
6697311,Bhagyalekshmy N. Thampi|Guillaume Bouffard|Jean-Louis Lanet,85696-564-8|01-699089-9|11-648763-9,C,Security automaton to mitigate laser-based fault attacks on smart cards.,2014,DemoPaper,Non dolore sed dolore porro velit voluptatem. Labore ut aliquam consectetur voluptatem consectetur. Dolore ipsum voluptatem amet velit magnam quisquam. Amet dolorem quiquia magnam aliquam tempora. Porro tempora velit eius. Dolor ipsum eius dolorem velit porro. Quiquia numquam amet voluptatem dolorem quaerat. Magnam eius aliquam ut sit labore aliquam dolorem. Eius adipisci non neque consectetur eius neque.,,Amy Johnson,Stand-alone explicit throughput,R,,Korra Sathya Babu,Dong Hwan Lee,Ut consectetur numquam labore amet.,Voluptatem non consectetur est quaerat etincidunt quiquia.,True,True,True,Synchronization|Synchronization|Controllability|Event-triggered|Output-feedback,,1480,6698613,data querying,"Carter, Krause and Campbell|Williamson, Jones and Jimenez|Adams Ltd",1,6,,False,irregular,
6697313,Anant V. Nimkar|Soumya K. Ghosh 0001,247-07206-5|661-84209-3,C,Caucus: an authentication protocol for cloud federation.,2018,Poster,Ut ipsum sed non dolor amet. Aliquam non porro quiquia tempora non quiquia labore. Consectetur neque quisquam quisquam tempora. Non magnam porro dolor. Quaerat labore aliquam consectetur quaerat ut. Velit dolore quiquia etincidunt tempora aliquam. Quaerat eius etincidunt quiquia adipisci etincidunt ut. Quaerat dolore etincidunt ipsum ut neque adipisci. Dolore ut amet velit magnam. Velit velit est est.,,David Noble,Innovative heuristic collaboration,W,,Ruo Jia,Jingying Ma,Sit sed magnam quaerat consectetur ipsum.,Amet voluptatem quiquia etincidunt dolor amet neque quiquia.,True,True,True,"Synchronization|Softwarization,|Passivity-based|data querying|Event-triggered",,8788,6698345,data management,White Group|Li-Lee,9,1,,True,quadrennial,
6697315,Enrico Cambiaso|Gianluca Papaleo|Giovanni Chiola|Maurizio Aiello,653-69795-8|7074-3029-2|665-18333-8|317-72969-1,C,Slow DoS attacks: definition and categorisation.,2013,Poster,Magnam non numquam est numquam ut. Est quisquam velit dolorem consectetur ipsum est modi. Labore magnam dolorem quaerat ut porro ipsum. Ut modi est consectetur dolor non labore. Magnam modi non magnam quiquia dolore dolor non. Ut labore dolorem amet labore dolorem velit. Dolor non modi labore quisquam amet consectetur ipsum.,,Johnny Ramsey,Down-sized foreground conglomeration,R,,Paul Van Dooren,Bacem Ben Nasser,Ipsum dolor dolore tempora modi velit.,Dolore quisquam ut sit numquam consectetur.,True,True,True,Controllability|Interconnection|Event-triggered|Safety-critical|Controllability,,6375,6700108,data processing,"Patel Group|Moore, Campbell and Griffin|Mcneil-Huffman|Roach-Hughes",5,2,,True,annual,
6697319,Kamel Saddiki|Marc Gilg|Pascal Lorenz|Sofiane Boukli Hacene,429-03033-7|16-512375-6|6482881-3-0|15-436480-2,J,Black hole attack detection and ignoring in OLSR protocol.,2017,FullPaper,Dolor velit consectetur sit dolor. Dolor quaerat etincidunt quaerat adipisci dolor. Etincidunt amet neque dolor consectetur quiquia. Modi non eius dolorem sed neque dolore quiquia. Quisquam non amet aliquam non est. Consectetur ut magnam non eius sit quisquam. Est dolore adipisci numquam. Non amet amet dolor velit. Modi ut quaerat numquam consectetur ipsum. Adipisci ipsum amet dolor modi quisquam dolorem.,Alan Knight,,,,Expanded zero tolerance matrices,Amol Sasane,Antonio Tornambè,Quisquam ipsum dolore sit porro sit quiquia.,Quiquia eius sit etincidunt aliquam magnam ipsum.,True,True,True,Leader-follower|Nonovershooting|Delay-dependent|Event-triggered|Coordinate-free,291,,6702192,data modeling,"Williamson, Jones and Jimenez|Baker, Fry and Perry|Mercado-Hess|Smith-Brooks",5,3,True,,,22.03708914195503
6697324,Punam Bedi|Richa Sharma|V. Aakanksha,07-638746-4|608-06447-3|7129-6181-8,C,Trust and context view-based knowledge sharing in MANets.,2013,DemoPaper,Labore velit modi aliquam velit. Ut quiquia etincidunt aliquam ut numquam ipsum quiquia. Quiquia porro ipsum sed tempora aliquam. Dolore est labore consectetur numquam. Amet non sed neque.,,Larry Montgomery,Grass-roots solution-oriented service-desk,R,,Derek A. Paley,Cosmin D. Pantilie,Eius sed quaerat voluptatem dolore magnam.,Sit non velit neque labore.,True,True,True,Output-feedback|Controllability|Polynomial-time|Parametrization|Output-feedback,,7109,6701422,data management,"Henry, Hurst and Powers|Suarez PLC|Robinson-Travis",5,9,,True,annual,
6697329,Christian Hicks|Pupong Pongcharoen|Srisatja Vitayasak,88052-885-0|304-86293-0|8196-8587-1,J,Robust machine layout design under dynamic environment: Dynamic customer demand and machine maintenance.,2019,DemoPaper,Aliquam etincidunt eius modi aliquam sed dolor modi. Voluptatem quiquia etincidunt sit neque est porro neque. Quisquam consectetur dolore voluptatem porro. Amet quaerat modi aliquam porro. Est est sed ut adipisci est quisquam. Dolore labore numquam voluptatem quisquam labore est. Quiquia quiquia amet sit. Non numquam voluptatem voluptatem quaerat. Dolorem ut eius voluptatem ipsum. Quiquia tempora dolorem neque labore velit aliquam.,Misty Rivera,,,,Compatible modular benchmark,Maruthi R. Akella,Ahmed Alhafdhi,Tempora sit etincidunt dolor dolore tempora.,Etincidunt etincidunt quisquam sit voluptatem magnam modi velit.,True,True,True,Event-triggered|Continuous-time|database|Controllability|Stabilizability,882,,6701127,database,"Hill, Webster and Booth|Martin Ltd|Pace-Villa",7,5,True,,,16.413425785590448
6697330,Eynollah Khanjari|Nasrin Kalanat,265-97063-1|272-38625-X,J,Extracting actionable knowledge from social networks with node attributes.,2019,ShortPaper,Dolor velit ipsum dolorem labore ipsum adipisci. Eius sit etincidunt quisquam labore ut porro. Etincidunt velit ut dolorem dolore dolorem neque voluptatem. Porro porro magnam amet dolore adipisci quiquia. Velit labore quiquia voluptatem consectetur adipisci non amet. Quiquia ut numquam etincidunt adipisci dolorem. Tempora adipisci sit neque. Velit velit voluptatem sed. Ut ipsum eius dolorem neque aliquam. Non labore neque voluptatem ipsum.,Rodney Roberson,,,,Cross-platform content-based initiative,Christophe Zhang,Fayez Shakil Ahmed,Sit quaerat magnam ut.,Velit etincidunt sed ipsum dolorem.,True,True,True,Delay-dependent|Controllability|Output-feedback|Event-triggered|Controllability,791,,6698145,data processing,Gomez-Morris|Baker Group,6,2,True,,,39.78476029770553
6697331,Hamid Abdullah Jalab|Maryam Asadzadeh Kaljahi|Michael Blumenstein|Mohamad Nizam Bin Ayub|Palaiahnakote Shivakumara|Rabha W. Ibrahim|Tianping Hu|Tong Lu,7582-6085-X|89983-774-3|15-729114-9|12-830627-4|00-713340-9|12-339843-6|7991-0808-3|200-90444-1,J,A geometric and fractional entropy-based method for family photo classification.,2019,FullPaper,Velit est etincidunt adipisci aliquam. Voluptatem quisquam ut aliquam sed quisquam neque. Aliquam adipisci modi labore. Non porro est sed numquam sed dolor dolore. Sit adipisci quisquam dolorem quiquia aliquam labore. Sit magnam voluptatem ut quaerat. Dolor quisquam ut etincidunt. Quaerat dolore eius sit non etincidunt quaerat etincidunt. Est magnam sit numquam quaerat modi sit. Porro adipisci velit voluptatem consectetur dolore.,Margaret Pacheco,,,,Fundamental cohesive infrastructure,Chris Guiver,Bastian Schroeder,Aliquam dolore quiquia ipsum velit quiquia eius quisquam.,Neque dolor sit dolor aliquam.,True,False,False,Interconnection|Event-triggered|Event-triggered|Representations|Output-feedback,144,,6699954,data querying,"Williams, Richards and Hernandez|Miller, Hansen and Miles|Taylor PLC|Farley-Spence|Adams-Contreras|Barnes, Taylor and Gutierrez|Armstrong-Montes|Garner Group",9,1,True,,,40.02987804547523
6697333,Conrad S. Tucker|Sung Hoon Lim,464-17155-5|414-20297-3,C,Mining Twitter data for causal links between tweets and real-world outcomes.,2019,ShortPaper,Quiquia sed consectetur magnam numquam. Quaerat dolor sit adipisci. Aliquam labore neque ut sit eius. Sit etincidunt non velit consectetur dolor. Adipisci magnam quisquam numquam. Dolorem velit dolor quaerat.,,Mary Douglas,Distributed demand-driven implementation,S,,Andreas Veeser,Cyrill Stachniss,Consectetur non dolor ipsum tempora amet eius labore.,Aliquam quaerat consectetur dolor.,True,False,False,Leader-follower|Leader-follower|Event-triggered|Linearizability|Stabilizability,,3917,6700507,data modeling,Howard Inc|Medina-Yu,9,9,,True,biennial,
6697334,Chenglong Dai|Dechang Pi|Huaifeng Zhang|Jing Jiang,8354-6998-3|09-853135-1|85930-302-3|601-47410-3,C,A novel multi-module neural network system for imbalanced heartbeats classification.,2019,FullPaper,Labore tempora ipsum est magnam quiquia. Dolorem aliquam sed etincidunt est dolore. Labore dolorem quisquam magnam labore eius amet est. Dolore amet consectetur neque ipsum. Modi dolore amet neque quisquam magnam labore. Eius quiquia quiquia magnam adipisci sed modi velit. Dolore quaerat est sed aliquam aliquam consectetur. Est ipsum non tempora adipisci etincidunt. Dolore sit sit dolorem aliquam dolore labore modi.,,Christopher Mendez,Inverse leadingedge leverage,S,,Dany Abou Jaoude,Abdallah BenAbdallah,Dolore quisquam amet voluptatem sit sed.,Neque dolor dolor tempora.,True,True,True,big data|Event-triggered|Output-feedback|Controllability|Nonovershooting,,5261,6701369,big data,"Delgado-Whitehead|Castillo, Harper and Brown|Thompson, Gillespie and Young|Phelps-Jackson",6,9,,True,annual,
6697335,Georgios Kontonatsios|Ioannis Korkontzelos|Peter Matthew|Sally Spencer,403-27462-6|514-49057-6|684-52967-7|8133-7077-6,J,Using a neural network-based feature extraction method to facilitate citation screening for systematic reviews.,2020,DemoPaper,Non tempora consectetur quiquia magnam adipisci. Dolorem velit labore tempora sed numquam amet labore. Dolorem labore non velit dolore consectetur. Est modi sit quiquia tempora quisquam adipisci est. Amet dolore non ipsum consectetur. Quiquia non labore non. Dolorem eius porro amet. Numquam quiquia adipisci magnam amet etincidunt sed magnam.,Michael Austin,,,,Proactive incremental installation,Giuseppe Carlo Calafiore,Fenghua He,Neque adipisci est dolorem eius sit.,Etincidunt ut ipsum sit.,True,True,True,Synchronization|Parallelization|Output-feedback|Interconnection|big data,513,,6701813,big data,Davis Group|Mckenzie Group|Harris LLC|Simon-Carlson,1,2,False,,,18.761453685414615
6697336,Kurt Schneider|Steffen Herbold|Tobias Baum,502-14749-1|8025-7932-6|15-064129-4,J,GIMO: A multi-objective anytime rule mining system to ease iterative feedback from domain experts.,2020,ShortPaper,Modi ut neque neque voluptatem est ipsum. Amet numquam est consectetur. Magnam sed adipisci ut magnam. Aliquam quaerat sed amet est aliquam. Sed neque aliquam quiquia quaerat. Dolor tempora non dolore labore magnam eius neque. Labore quisquam neque est quisquam consectetur. Etincidunt aliquam labore quiquia. Labore numquam non sit. Numquam modi ipsum dolorem consectetur est.,Dominique Morgan,,,,Phased bi-directional analyzer,Malgorzata Wyrwas,Meiqin Liu,Labore est velit consectetur.,Quaerat eius sit non modi modi.,True,False,False,Output-feedback|Synchronization|data modeling|Passivity-based|Synchronization,689,,6699783,indexing,Silva Group|Wright-Warner|Miller LLC,5,8,False,,,33.872059391179064
6697337,Arash Gharehbaghi|Masoud Daneshtalab|Mohammad Loni|Zahra Ebrahimi,275-90099-4|225-06865-5|01-905684-2|503-91800-4,C,A review on deep learning methods for ECG arrhythmia classification.,2020,DemoPaper,Consectetur non sed porro dolor numquam. Non dolorem dolor labore labore amet modi dolor. Numquam sed quaerat ut porro adipisci. Numquam porro velit dolor modi sed. Dolorem neque magnam est dolorem labore adipisci amet. Dolorem dolore magnam eius est. Eius neque dolorem quisquam adipisci dolorem.,,Ryan Diaz,Streamlined modular matrices,S,,Christoph Kawan,Jona Ruof,Aliquam magnam neque tempora.,Quisquam sed sed porro.,True,True,True,Nonovershooting|Leader-follower|Edge-Artificial|Delay-dependent|Output-feedback,,5568,6698802,data management,"Taylor and Sons|Garner Group|Bush-Castro|Chapman, Newman and Donaldson",5,6,,False,biennial,
